"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","Genre","filename","PC1_z","PC2_z","global_outlier","PC1_z_g","PC2_z_g","genre_outlier"
"1",2.78217241262044,1.0288499457741,-0.521957953262105,-0.115909715648521,0.713539088118633,-0.991349270555752,-0.353188062847927,0.400434255981007,0.1721743710413,-0.349212390718733,0.102293260218297,-0.372576892401867,0.660253761350658,-0.10907446991435,0.563167498503593,-0.382224122880395,0.388064275119546,-0.617327116111205,-0.317911179117903,-0.0667901702658315,0.516618246779072,-0.0848042913201678,0.493301743238887,0.408516080001501,-0.318353064472231,0.178859864348259,-0.299471128861151,-0.214893812285001,-0.462684214642725,0.11964399773669,-0.092789877125473,-0.147276611959762,0.119200052259102,-0.469103626781804,-0.439848701543427,0.163195951340915,0.0752530813108203,-0.188503170224874,0.145540756799681,-0.447980873768011,-0.21238778497677,0.233953742099295,0.0850292070435207,0.153804887554807,-0.132720636065831,-0.0469725061716273,0.0981125760294843,0.291740593153268,0.271811555021321,-0.0068572456456649,0.234867307366355,-0.0570318991628277,0.0416234779666253,0.00718584112579831,0.0428313300987271,-0.0212961007571005,0.00514284709817068,"blues","blues.00000.wav",0.753004910165016,0.331204154155987,FALSE,0.641575105822057,-0.356995035649302,FALSE
"2",-1.72665719620282,1.16514383554449,1.34746497810728,-2.45966297870421,2.06897186075458,-0.0508961154140159,-0.08517056904812,0.126347084533721,0.929723526079588,-1.28149566299966,1.75763667147718,-1.28123347618324,0.230133370592534,-0.269667291458107,0.255385045577771,0.811120965504682,-0.0639895191847972,-0.29669366671093,-0.997244082451383,0.235397188565863,0.529026315119192,0.0142599791239837,0.206551707574364,0.743211449455605,-0.710183158941515,-0.452916540873809,0.276961515208991,-0.533211565098303,0.0191722082585608,0.281197569355463,0.277974539417851,-0.370455648971563,-0.12951463103395,-0.45042952821371,-0.0969528315827405,0.52469051751006,0.247332184890264,0.0320752603261835,0.173856738067517,-0.35070459997875,0.305768865458143,-0.340413933991797,0.488559808655309,0.0387301481273843,-0.363034054218033,-0.00118405331783752,0.43868359164585,0.565831232144066,0.3102041644552,-0.0160153556687286,0.172293744101486,-0.211617883181342,-0.0396632245392882,-0.227089932803557,0.0711723719756213,0.0503784346808554,0.00361673839084151,"blues","blues.00001.wav",-0.467325943214238,0.375079456539433,FALSE,-0.643608960571481,-0.271144975453103,FALSE
"3",2.81361139757446,1.57081493122704,-0.0880643143717097,-1.59628559237308,-0.705965905373286,-1.71188353175727,-0.533359754096697,0.24953641393777,-0.459603186969286,0.64767168809311,-1.17589743911639,-0.596891691045712,0.487813673574367,0.214946545260506,0.124935525522258,0.0360419242136557,-0.0653668186725927,-0.0188045234322348,-0.191165874860969,-0.403513113283467,0.0729880602152525,-0.68390380569692,0.031055571403429,-0.416914672078802,-0.296502174874698,-0.0281903490631005,0.415158798827564,0.374757348734785,-0.273818195672154,0.309635338685513,0.312854817365637,-0.100763709196743,-1.29186238675936,0.145849110196622,0.310986070158767,-0.0839586267843718,0.0534187035403249,0.181530051502342,-0.17733289375458,-0.22301542659079,0.136754898606699,-0.309874392878249,-0.0501648423529976,0.259936052263682,-0.116738088913135,-0.373450522308246,-0.0762589046439033,-0.170493527458613,0.264096609090978,-0.0503984876865639,0.0564954439760056,-0.0129424855784785,0.0909854432400208,0.0140908576523673,0.00472577043564283,-0.0886879934184872,0.0709113501494222,"blues","blues.00002.wav",0.761513983841972,0.505671825876616,FALSE,0.650536385362855,-0.0156171007781843,FALSE
"4",-0.34557793524445,1.47987933095068,-1.52407004077386,-1.89767029044441,1.89193484971911,-2.36274371197423,-0.225043959676175,0.0145741832703862,0.470963435572175,-0.469333705681315,1.89521528218351,-0.484304864574375,-0.0773107818463807,-0.761001434744645,0.18634979672406,0.45028453918784,-0.244514808705675,0.167619449755953,-1.58890763568262,-0.441985105177685,-0.0639477992577,-0.413621606285028,-0.160253433632365,-0.28440527795628,-0.0930144521426529,-0.146674716068632,-0.158975439818934,0.0808987116967952,-0.0513849417022783,-0.604890483048645,-0.268664875615273,-0.269064295151475,-0.119940525321014,0.159509182695478,0.3281610298416,0.97137169424678,-0.605510073399501,-0.112633929769156,-0.577452803879295,0.106643703064134,0.304449868438347,0.506310288080104,-0.198225763166246,-0.0928701256733163,-0.143353858282553,0.140945545653481,-0.248178834830268,-0.268237538467014,-0.0732913164675241,0.509082955799871,0.680013504779254,-0.343722142282879,0.124668934920131,0.187461070343579,0.016637143799373,0.014372809835825,0.014591467405011,"blues","blues.00003.wav",-0.0935319036675604,0.476398122071794,FALSE,-0.249950025858823,-0.0728964606295688,FALSE
"5",-0.624391985611952,3.19951332612556,0.136791161298656,-2.21294457267755,-3.25187040869641,0.0427883137855617,-1.48078036409072,-0.0373680773646633,-1.24922269612914,0.889641120184932,-0.27407424325575,0.0810535852557803,-0.094391173655762,-1.643635106467,-0.474502718633189,-0.31073451913591,-0.171589617974272,0.119686735883469,-0.971249491062342,1.06911386365567,0.600200882083524,-0.920888786492494,0.901008147813759,0.324369730595616,-0.00917691534167816,0.237947363191725,0.0310127088305176,-0.459248317449559,-0.979244171385533,-0.876959928077068,0.378670047606402,-0.320177988575568,-0.923836242357963,-0.432143348564564,-0.329004217302327,-0.382636323747918,-0.0905597708386836,0.027476237890224,-0.831119270730591,0.00965843373337119,0.473815700809196,-0.246519234841645,-0.372652322628999,0.487760633964329,-0.0883144663591962,-0.315340126042735,-0.092269177398278,-0.280583465717757,0.0121355774413207,0.288286021493918,-0.213705433550369,-0.251708543436073,0.0412198724162875,0.0146687419914176,0.015473293980351,0.0375360784420688,0.00902763199343243,"blues","blues.00004.wav",-0.168993923202137,1.0299773151982,FALSE,-0.329422395876478,1.01028255972052,FALSE
"6",-4.18030180608018,0.62224314911885,0.481872825877454,-5.24368921201435,-1.71330365087724,1.18799381343967,-0.45455096781332,1.89002704182835,-2.20857728206717,1.57070745853015,1.99788781860079,0.617931984128372,-0.852976170943193,-1.60442860948563,-1.05707762505701,-2.39510374736109,-1.0511788554444,0.138225375717248,-0.485302226275724,1.07843545245367,-0.745983908484266,0.0866063311609866,0.847113427815335,0.159743297764794,-0.768949484709371,1.09290047514467,-1.00467102923057,-1.23911306233115,-0.137048193039355,0.381123126417061,0.672184265284516,-0.55921041579239,-0.593113563841099,-1.14112901841605,0.402181548586325,-0.760863078355774,-0.163697552616487,0.9525636818659,-0.464203950534727,0.360417530445802,0.89020352619556,0.188632548501487,-0.0913935298079745,-0.458609620211349,0.85821998390933,-0.239611133602364,-0.578555208452056,-0.0972486257426897,0.50618850380993,-0.818647776443235,-0.205938496149682,-0.288179587207822,0.246359744606426,-0.290359855492,0.0771690937113382,0.0664536807235205,-0.0218168936305069,"blues","blues.00005.wav",-1.13141362903001,0.200310566890496,FALSE,-1.34298889523035,-0.613112298336898,FALSE
"7",-5.61160038976421,1.57550417600681,0.178086683100391,-7.29412757627582,-1.37167529922044,-1.59855367289689,-0.97095329475019,1.43905175614314,-3.51998020095946,-1.32908546511598,0.700220462266421,2.52752024505841,-1.82343012139905,0.161556114626523,0.343270617933699,-0.638456552849735,0.0507707447581213,1.2829409708659,-1.96292563210431,2.11032611546175,-0.0349857379233666,0.506477751319077,-0.350109378576468,1.38371567182576,0.377843682019154,1.01255928283931,-3.06748990219032,2.5432159899848,-2.96763170068978,-0.957074051216583,-0.33652793479079,-1.66653912326649,0.172147055412517,-0.640460000065572,-0.993429677752742,-0.559591730896847,0.170068214430821,0.842161676215182,-0.629147432917509,0.399725841271581,-0.543057552332856,0.962913560877494,0.223665053524817,-0.647045403893178,0.152222766443094,-0.0498569637870066,-0.145640053566673,0.0896218697039579,0.101512873392401,-0.40901744084734,-0.0466088599533077,-0.145619422518952,-0.00395659563104815,-0.0798038182006924,-0.168434365038714,0.050104339221814,-0.029669544826033,"blues","blues.00006.wav",-1.5187997078141,0.507181372878385,FALSE,-1.75096220395834,-0.0126633957566611,FALSE
"8",-4.04046714916087,2.64751945323781,0.470050765189338,-5.80073770263542,-2.31242978927465,-1.32401019406105,-1.53968979588586,-1.01206326436361,-0.822638807722444,-0.772851068754991,0.731433205045495,0.770824157660459,-0.785646182175874,0.556156654319422,-0.889204221895943,-1.28119959132505,-0.441083460376238,0.676757719226444,-1.24209289809982,0.822418005539269,0.709474608757268,0.373410789505298,0.0151562373382316,1.50065778008041,-0.352433226563824,-0.0948396496216546,-1.22104767402589,1.03309916833563,-1.7440162290885,0.12870521671815,-1.04235063999629,-0.800332647986374,-0.72081522281083,-0.884312986492207,-0.216545878214277,0.0339342829715165,0.3905772098612,0.322787063442002,-0.495849481912682,-0.256813415424042,-0.264837249133838,0.806692069072904,-0.148217700230816,0.54186981450255,0.273260001579579,0.0706344365701664,-0.105612367921555,0.0913057173322879,0.26383703470015,-0.10367067314149,0.149928318156084,0.174419951703527,-0.201211660309552,-0.0600685979158807,-0.0525251970977434,0.00900923887645244,0.0318001818643439,"blues","blues.00007.wav",-1.09356687920464,0.852281175425828,FALSE,-1.30313081927853,0.662587536156512,FALSE
"9",3.38418218114266,0.76392353186905,-0.029440355908628,-0.986189335733042,0.994608108128552,-1.09332608324748,0.0973022409854617,0.990959277607196,0.37501672576808,-0.675539154555079,1.23887853469665,-0.523668185964122,-0.15627275751303,-0.0950896038442224,0.17825053197454,-0.189182827007996,-0.0203633748982124,0.355859682757135,0.0373302691592764,1.0309054238591,0.77646829566419,-1.38662471047943,0.507776109906591,-0.500031141223417,-0.129053494925932,0.510306594271276,0.019884545600644,0.479895946409714,0.618850011049853,-0.850555323835064,-0.587057596285356,-0.474493577341206,0.302285351104719,-0.65626128049936,-0.00198735405681866,-0.126201168160859,-0.0291356500046182,0.676749338148709,0.0037558882252049,0.550222928229991,0.323818475990349,-0.0466337497923607,0.707413398856021,0.738804153455549,0.109382050436964,-0.0274980105425997,-0.111554260422897,-0.112202190751411,-0.42163415129498,-0.265381664547457,0.457198340626408,0.117925902689976,0.0747199153087974,-0.0136552463127771,-0.029366413243774,-0.0198500529504279,0.0409483815358462,"blues","blues.00008.wav",0.915941006291988,0.245919872233823,FALSE,0.813170271184702,-0.523869343951956,FALSE
"10",-2.74581974148787,2.27290235234268,0.635201640801301,-1.5034625645606,0.0966857234099605,-0.360024675120525,-0.672168203615562,0.90792360591202,-1.2740207798664,-1.62052016356344,0.83029582546725,0.836147410034894,-0.288323654095015,-0.69807129062026,0.580440189972848,-0.891174337780411,-0.242116327021855,-0.27597741471525,-1.09646042161985,1.92658766570945,0.323914070872084,-0.571088628209291,1.57257286301711,1.05006276415082,0.0325554687854327,0.40514348366439,-1.45641597618823,0.622750275339055,-0.641559733421176,-0.730262318490185,0.620911114690958,-0.240099464984384,0.423028224695058,0.748168672738608,0.469814729019396,-0.253062234029228,-1.20705640006615,0.663904704141003,-0.652802006353206,-0.13220659403777,-0.458964807886535,-0.59099654451198,-0.132978843396103,-0.883220590892886,0.0686932270763261,0.555871165936355,0.296787214421314,0.464483259567219,-0.255230524728834,-0.0971385415294366,-0.265718001992276,-0.0496223937724342,-0.0325966802645011,-0.0168429893840477,-0.0577912474634864,-0.0216236801746997,-0.0143750201729088,"blues","blues.00009.wav",-0.743165929756661,0.731685610888973,FALSE,-0.934108176089027,0.426620239922224,FALSE
